Movie Spanish,Movie Name real,mi_info,Year,Runtime,Genre,Rating,Director,Language,Country,sinopsis,plataformas,links_plataformas
Los exiliados romanticos,Los exiliados románticos,Antía,2015,70,"Drama, Romance",5.2,Jonás Trueba,es,Spain,"Tres amigos emprenden un viaje en busca de amores idílicos y efímeros.Lo que pretenden es experimentar nuevas emociones que les hagan sentirse vivos. Podría ser un intento de quemar las últimas naves de la juventud, pero también podría ser una muestra de la decadencia del género masculino.",,
Los intocables de eliot ness,Los intocables de Eliot Ness,24,1987,119,"Crimen, Historia, Suspense",7.8,Brian De Palma,en,United States of America,"El joven agente del tesoro Elliot Ness llega a Chicago con la determinación de detener a Al Capone. No va a ser tarea fácil, puesto que Capone tiene a la policía en el bolsillo. Ness conoce a Jimmy Malone, un guardia veterano y probablemente el más honrado de todo el cuerpo, al que Ness pide ayuda en su cruzada contra Capone.",,https://www.themoviedb.org/movie/117-the-untouchables/watch?locale=ES
Los mejores años de nuestra vida,Los mejores años de nuestra vida,103,1946,170,"Drama, Romance, Bélica",7.8,William Wyler,en,United States of America,"Tras la Segunda Guerra Mundial (1939-1945), los soldados supervivientes, algunos con taras físicas, regresan a los Estados Unidos. Aunque al principio se les trata como héroes, poco tiempo después comienzan a verse marginados.",Filmin,https://www.themoviedb.org/movie/887-the-best-years-of-our-lives/watch?locale=ES
Los peregrinos,Yaji y Kita: Los peregrinos de medianoche,valentina,2005,124,"Acción, Comedia, Fantasía",6.0,Kankuro Kudo,ja,Japan,"Dos amantes samurai homosexuales se embarcan en una misión hacia Ise Shrine, un viaje que los obliga a enfrentar de todo, desde la drogadicción hasta una batalla con el Rey Artiuro. Basada parcialmente en la novela de Tokkaidochu Hizakurige.",,
Los siete samuráis,Los siete samuráis,71,1954,207,"Acción, Drama",8.449,Akira Kurosawa,ja,Japan,"Una banda de forajidos atemorizan a los habitantes de un pequeño pueblo, saqueándolos periódicamente sin piedad. Para repeler estos ataques, los aldeanos deciden contratar a mercenarios. Finalmente, consiguen los servicios de 7 guerreros, 7 samurais dispuestos a defenderlos a cambio, tan solo, de cobijo y comida.","Acontra Plus Amazon Channel, Acontra Plus, Filmin",https://www.themoviedb.org/movie/346/watch?locale=ES
Lost & Found You,Flunk: Lost & Found You,LGTB,2024,0,,0.0,Ric Forster,en,,,,
Love story,Tamako Love Story,before30  (1970),2014,83,"Romance, Animación, Comedia",7.2,Naoko Yamada,ja,Japan,"Tamako, en su último año de secundaria, solo piensa en el mochi y en continuar con el negocio familiar. Sin embargo, mientras sus amigos se preocupan por el futuro, Mochizou toma una decisión importante, despertando sentimientos en Tamako que nunca había considerado.",,
Luces de la ciudad,Luces de la ciudad,76,1931,87,"Comedia, Drama, Romance",8.3,Charlie Chaplin,en,United States of America,Un pobre vagabundo (Charles Chaplin) pasa mil y un avatares para conseguir dinero y ayudar a una pobre chica ciega (Virginia Cherill) de la que se ha enamorado.,"Acontra Plus Amazon Channel, Acontra Plus",https://www.themoviedb.org/movie/901-city-lights/watch?locale=ES
Macbeth,Macbeth,,2021,105,Drama,6.931,Joel Coen,en,United States of America,"Macbeth, recibe una profecía de un trío de brujas de que algún día se convertirá en rey de Escocia. Consumido por la ambición y empujado a la acción por su esposa, Macbeth asesina a su rey y toma el trono para él.","Apple TV, Apple TV Amazon Channel, Movistar Plus+, Movistar Plus+ Ficción Total ",https://www.themoviedb.org/movie/591538-the-tragedy-of-macbeth/watch?locale=ES
Magical girl,Zettai Junpaku Mahou Shoujo,,2012,6,"Acción, Animación, Fantasía",6.542,Shinsuke Yanagi,ja,Japan,"Kuramoto Erica, Nitta Yui, Suzuhara Misa y Sasaki Kotone no son colegialas promedio. De hecho, están bendecidos con poderes sobrenaturales, que utilizan para defender a la gente común de las criaturas alienígenas.",,
Magnolia,Magnolia,93,1999,188,Drama,7.729,Paul Thomas Anderson,en,United States of America,"La película consta de nueve tramas paralelas que tienen lugar en el Valle de San Fernando, en Los Angeles: un niño prodigio, el presentador de un concurso de televisión, un ex-niño prodigio, un moribundo, su hijo perdido, la mujer y el enfermero del moribundo. Son historias aparentemente independientes, pero que guardan entre sí una extraña relación. Magnolia es el retrato de la vida americana visto a través de una serie de viñetas cómicas y conmovedoras.","Movistar Plus+ Ficción Total , Movistar Plus+, Filmin",https://www.themoviedb.org/movie/334-magnolia/watch?locale=ES
Manchester frente al mar,Manchester frente al mar,,2016,137,Drama,7.554,Kenneth Lonergan,en,United States of America,"Lee Chandler es un fontanero que se ve obligado a regresar a su pequeño pueblo natal tras enterarse de que su hermano ha fallecido. Allí se encuentra con su sobrino de 16 años, del que tendrá que hacerse cargo. De pronto, Lee se verá obligado a enfrentarse a un pasado trágico que le llevó a separarse de su esposa Randi y de la comunidad en la que nació y creció.",,https://www.themoviedb.org/movie/334541-manchester-by-the-sea/watch?locale=ES
Manhattan,Sucedió en Manhattan,75,2002,105,"Comedia, Drama, Romance",6.1,Wayne Wang,en,United States of America,"Moderna adaptación de ""Cenicienta"". Marisa Ventura es una madre soltera de Nueva York que trabaja como empleada de la limpieza en un lujoso hotel de Manhattan. Christopher Marshall, un joven y apuesto político candidato a senador, la confunde con una de las huéspedes del hotel.",,https://www.themoviedb.org/movie/7303-maid-in-manhattan/watch?locale=ES
Manifest,Manifest West,,2022,91,"Suspense, Drama",5.9,Joe Dietsch,en,United States of America,Una historia sobre la mayoría de edad contada a través de los ojos de una niña cuya familia se sale de control después de que deciden vivir fuera de la red.,,
Margarita with a Straw,Margarita with a Straw,LGTB,2015,100,Drama,6.774,Shonali Bose,hi,India,"Laila Kapoor es una talentosa joven de 19 años de edad proveniente de una familia de clase media en Delhi. Nacida con parálisis cerebral, su habla es ininteligible y va en silla de ruedas. Está muy unida a su madre, Shubhangini Damle, quien se esfuerza en que pueda ir a la prestigiosa Universidad de Delhi. Y cuando el corazón de la joven se rompe, su madre la envía a continuar su educación en la Universidad de Nueva York. Allí conoce a la luchadora Khanum, una mujer con discapacidad visual y al despreocupado Jared. Siempre curiosa acerca de la sexualidad, Laila se somete a un viaje más allá de sus sueños más salvajes. Con nuevas verdades sobre si misma, se enfrenta a su madre causando un enorme conflicto que destroza su mundo. Pasando de ser la cuidada a la cuidadora, el vínculo entre madre e hija se pone a prueba al máximo. (FILMAFFINITY)",,
Marshland,La isla mínima,plot twist,2014,105,"Crimen, Misterio, Suspense",7.035,Alberto Rodríguez,es,Spain,"Ambientada en 1980, cuenta la historia de Juan y Pedro, dos policías ideológicamente opuestos que trabajan en el departamento de homicidios de Madrid y que, como sanción, son destinados a un pequeño pueblo en las marismas del Guadalquivir. Allí tratarán de resolver el caso de dos adolescentes, que fueron brutalmente asesinadas durante las fiestas del pueblo.  Los agentes deberán dejar de lado sus diferencias para dar con el peligroso asesino de las chicas, el cual lleva años matando a jóvenes de los alrededores. Una investigación que a los aldeanos no les parece interesar, pues es un pueblo anclado en el pasado y las mujeres están menospreciadas.","Amazon Prime Video, Movistar Plus+, Amazon Prime Video with Ads, HBO Max, HBO Max Amazon Channel, SkyShowtime",https://www.themoviedb.org/movie/236735-la-isla-minima/watch?locale=ES
Martyr,Martyr,,2018,84,Drama,6.118,Mazen Khaled,ar,Lebanon,"La trágica muerte de un joven hace que sus amigos lidien con la pérdida y participen en los ritos y ceremonias de su comunidad, y expone los cismas de la ciudad y las fallas de su sociedad.",Filmin,https://www.themoviedb.org/movie/473470/watch?locale=ES
Martyrs,Martyrs,plot twist,2008,97,"Terror, Drama, Suspense",7.304,Pascal Laugier,fr,"Canada, France","Francia. Una noche a comienzos de 1970. Lucie, una niña perdida hace un año, es descubierta andando por una carretera. Está en un estado catatónico y es incapaz de decir nada de lo que le ha sucedido. Los policías no tardarán en encontrar el lugar donde ha estado presa: un antiguo matadero... ¿Qué pasó en aquel lugar? ¿Cómo consiguió la chica escapar?",,
Más allá de los dos minutos infinitos,Más allá de los dos minutos infinitos,fuckmind,2020,70,"Comedia, Ciencia ficción",7.3,Junta Yamaguchi,ja,Japan,"Regresando a su apartamento tras terminar la jornada, Kato, propietario del Café Phalam, se ve a sí mismo hablándose desde la pantalla de su ordenador: ""Soy el yo del futuro. Dos minutos en el futuro"". La pantalla de su casa y la del ordenador del café están conectadas de alguna manera. Kato vuelve a su establecimiento y, junto a clientes habituales, empieza a explorar este fenómeno.",Filmin,https://www.themoviedb.org/movie/805627/watch?locale=ES
Megapetarda,Megapetarda,,2008,98,"Comedia, Drama, Romance",6.7,Nick Moore,en,"France, United Kingdom, United States of America","Poppy Moore, una consentida pija americana de 16 años, es enviada por su padre a un estricto colegio británico para que aprenda disciplina. Allí, la joven se encuentra en un mundo desconocido, de toque de queda y severas guardianas. Bajo la vigilante mirada de la directora y rodeada de nuevas amigas, Poppy deberá reconocer que sus malos modales no llegarán muy lejos en este nuevo ambiente. Aún así, hará todo lo posible por intentar quebrantar las normas del centro.",,https://www.themoviedb.org/movie/13971-wild-child/watch?locale=ES
Melancolía,The Angels' Melancholia,,2009,158,"Terror, Misterio",3.9,Marian Dora,de,Germany,"Brauth y Katze son dos ángeles de la muerte que viven en una desastrosa casa perdida en el bosque. Una noche, invitan a unirse a ellos a dos jóvenes asustadizas, Melanie y Bianca. Una vez allí, se suma al extraño grupo Heinrich, un excéntrico pintor, y su musa inválida, Clarissa. Rodeados de violencia, sexo y drogas, son introducidos en el submundo de la muerte. Heinrich y Clarissa saben lo que es el dolor, pero las dos jóvenes nunca habían vivido nada así, por lo que la primera reacción es huir. Sin embargo, para convertirse en ángeles deben conocer el dolor, pues solo de esa forma dejarán de ser humanos.",,
Memorias de áfrica,Memorias de África,27,1985,161,"Historia, Romance, Drama",7.16,Sydney Pollack,en,United States of America,"A principios del siglo XX Karen Blixen (Streep), una mujer europea de gran coraje, llega a Kenia para dirigir una plantación de café junto a su marido (Brandauer), un mujeriego incorregible con el que no se ha casado por amor. Para su sorpresa, Karen se da cuenta de que poco a poco se está enamorando de la tierra, de sus gentes... y de Denys Finch-Hatton (Redford), un enigmático cazador aventurero.",,https://www.themoviedb.org/movie/606-out-of-africa/watch?locale=ES
Metrópolis,Metrópolis,63,1927,153,"Drama, Ciencia ficción",8.1,Fritz Lang,de,Germany,"En una megalópolis del año 2000, los obreros están condenados a vivir recluidos en un gueto subterráneo, donde se encuentra el corazón industrial de la ciudad. Sin embargo, incitados por un robot, se rebelan contra la clase dominante y amenazan con destruir la ciudad exterior. Freder (Gustav Frölich), el hijo del soberano de Metrópolis, y María, una muchacha de origen humilde, intentarán evitar la destrucción apelando a los sentimientos y al amor.","Artiflix, Filmin",https://www.themoviedb.org/movie/19-metropolis/watch?locale=ES
Missing,Missing,por una pantalla,2023,111,"Drama, Misterio, Suspense",7.392,Will Merrick,en,United States of America,"Cuando su madre desaparece estando de vacaciones en Colombia con su nuevo novio, la búsqueda de respuestas por parte de June se ve entorpecida por la burocracia internacional. Atascada en Los Ángeles, a miles de kilómetros de distancia, June utiliza toda la tecnología a su disposición para intentar encontrarla antes de que sea demasiado tarde. Pero cuanto más profundiza en su búsqueda, su investigación digital levanta más preguntas que respuestas… y cuando June revela secretos sobre su madre, se da cuenta de que nunca la conoció realmente. Secuela de 'Searching' (2018).","Amazon Prime Video, Amazon Prime Video with Ads, Movistar Plus+ Ficción Total , HBO Max, HBO Max Amazon Channel",https://www.themoviedb.org/movie/768362-missing/watch?locale=ES
Mommy,Mommy,,2014,134,Drama,8.2,Xavier Dolan,fr,Canada,"Una madre viuda se encarga de la educación de su violento hijo sola. Pero cuando parecía que todo estaba perdido, un soplo de esperanza llega al conocer a su misteriosa nueva vecina: una mujer que se integra ella misma en la vida de la madre y su hijo propocionando a la madre el apoyo que anhelaba.","Movistar Plus+, Filmin, Movistar Plus+ Ficción Total , HBO Max, HBO Max Amazon Channel",https://www.themoviedb.org/movie/265177-mommy/watch?locale=ES
